Iteration: 0, Loss: 304.37908935546875, Base Loss: 304.3805236816406, Regularisation Term: -0.0014257871080189943, Hessian Trace: -142.57872009277344
Iteration: 1000, Loss: 159.85208129882812, Base Loss: 159.85220336914062, Regularisation Term: -0.0001225135929416865, Hessian Trace: -12.251359939575195
Iteration: 1000, Loss: 166.5335693359375, Base Loss: 166.53367614746094, Regularisation Term: -0.00011242109758313745, Hessian Trace: -11.242110252380371
Iteration: 2000, Loss: 167.81912231445312, Base Loss: 167.8192596435547, Regularisation Term: -0.00014105183072388172, Hessian Trace: -14.105182647705078
Iteration: 2000, Loss: 164.8834686279297, Base Loss: 164.88360595703125, Regularisation Term: -0.0001342300238320604, Hessian Trace: -13.423002243041992
Iteration: 3000, Loss: 161.15191650390625, Base Loss: 161.1520233154297, Regularisation Term: -0.00010263128933729604, Hessian Trace: -10.263129234313965
Iteration: 3000, Loss: 165.1179962158203, Base Loss: 165.1181182861328, Regularisation Term: -0.0001164655841421336, Hessian Trace: -11.64655876159668
Iteration: 4000, Loss: 158.01690673828125, Base Loss: 158.01699829101562, Regularisation Term: -9.300380042986944e-05, Hessian Trace: -9.30038070678711
Iteration: 4000, Loss: 163.7535858154297, Base Loss: 163.75369262695312, Regularisation Term: -0.00011077636008849367, Hessian Trace: -11.077635765075684
Iteration: 5000, Loss: 164.87261962890625, Base Loss: 164.87269592285156, Regularisation Term: -7.537630153819919e-05, Hessian Trace: -7.537630558013916
Iteration: 5000, Loss: 164.43434143066406, Base Loss: 164.43441772460938, Regularisation Term: -8.20813438622281e-05, Hessian Trace: -8.208134651184082
Iteration: 6000, Loss: 170.27488708496094, Base Loss: 170.27496337890625, Regularisation Term: -7.102859672158957e-05, Hessian Trace: -7.102859973907471
Iteration: 6000, Loss: 164.37368774414062, Base Loss: 164.37374877929688, Regularisation Term: -6.737178773619235e-05, Hessian Trace: -6.737178802490234
Iteration: 7000, Loss: 168.886962890625, Base Loss: 168.8870391845703, Regularisation Term: -7.642387936357409e-05, Hessian Trace: -7.642388343811035
Iteration: 7000, Loss: 163.3668670654297, Base Loss: 163.366943359375, Regularisation Term: -7.672268111491576e-05, Hessian Trace: -7.672268390655518
Iteration: 8000, Loss: 167.3991241455078, Base Loss: 167.39920043945312, Regularisation Term: -8.122641156660393e-05, Hessian Trace: -8.122641563415527
Iteration: 8000, Loss: 163.21194458007812, Base Loss: 163.2120361328125, Regularisation Term: -8.653576514916494e-05, Hessian Trace: -8.653576850891113
Iteration: 9000, Loss: 162.98204040527344, Base Loss: 162.98214721679688, Regularisation Term: -0.00011373200686648488, Hessian Trace: -11.373200416564941
Iteration: 9000, Loss: 162.08633422851562, Base Loss: 162.08645629882812, Regularisation Term: -0.00011477717634988949, Hessian Trace: -11.477717399597168
Iteration: 10000, Loss: 161.4324951171875, Base Loss: 161.4326171875, Regularisation Term: -0.00012786865408997983, Hessian Trace: -12.786866188049316
Iteration: 10000, Loss: 162.4171600341797, Base Loss: 162.4172821044922, Regularisation Term: -0.00012433368829078972, Hessian Trace: -12.433368682861328
Iteration: 11000, Loss: 158.43682861328125, Base Loss: 158.43695068359375, Regularisation Term: -0.0001175081852125004, Hessian Trace: -11.750819206237793
Iteration: 11000, Loss: 162.15213012695312, Base Loss: 162.15223693847656, Regularisation Term: -0.00011006651038769633, Hessian Trace: -11.006650924682617
Iteration: 12000, Loss: 165.63816833496094, Base Loss: 165.63827514648438, Regularisation Term: -0.0001066858894773759, Hessian Trace: -10.66858959197998
Iteration: 12000, Loss: 162.13232421875, Base Loss: 162.13243103027344, Regularisation Term: -0.00010890590056078508, Hessian Trace: -10.890589714050293
Iteration: 13000, Loss: 162.0146942138672, Base Loss: 162.0148468017578, Regularisation Term: -0.00014523096615448594, Hessian Trace: -14.523097038269043
Iteration: 13000, Loss: 161.67308044433594, Base Loss: 161.6732177734375, Regularisation Term: -0.00013881926133763045, Hessian Trace: -13.881927490234375
Iteration: 14000, Loss: 158.78709411621094, Base Loss: 158.78721618652344, Regularisation Term: -0.00011752569844247773, Hessian Trace: -11.752570152282715
Iteration: 14000, Loss: 162.01634216308594, Base Loss: 162.01646423339844, Regularisation Term: -0.00011645116319414228, Hessian Trace: -11.645116806030273
Iteration: 15000, Loss: 161.50189208984375, Base Loss: 161.50201416015625, Regularisation Term: -0.00012964535562787205, Hessian Trace: -12.9645357131958
Iteration: 15000, Loss: 161.69589233398438, Base Loss: 161.69602966308594, Regularisation Term: -0.0001305014593526721, Hessian Trace: -13.050146102905273
Iteration: 16000, Loss: 157.94656372070312, Base Loss: 157.94674682617188, Regularisation Term: -0.0001827756204875186, Hessian Trace: -18.277563095092773
Iteration: 16000, Loss: 161.1673126220703, Base Loss: 161.16749572753906, Regularisation Term: -0.00017792086873669177, Hessian Trace: -17.79208755493164
Iteration: 17000, Loss: 163.27590942382812, Base Loss: 163.2761688232422, Regularisation Term: -0.00025587750133126974, Hessian Trace: -25.587751388549805
Iteration: 17000, Loss: 161.63241577148438, Base Loss: 161.63267517089844, Regularisation Term: -0.0002609881921671331, Hessian Trace: -26.098819732666016
Iteration: 18000, Loss: 162.6900177001953, Base Loss: 162.6903076171875, Regularisation Term: -0.00028892947011627257, Hessian Trace: -28.892948150634766
Iteration: 18000, Loss: 161.4546661376953, Base Loss: 161.4549560546875, Regularisation Term: -0.0002885518770199269, Hessian Trace: -28.855188369750977
Iteration: 19000, Loss: 157.62939453125, Base Loss: 157.62986755371094, Regularisation Term: -0.00047966427518986166, Hessian Trace: -47.966426849365234
